brightness,      y,      x
  3656,   2894,    867
  3656,   2266,   1203
  3656,    591,   1775
  3656,   3257,   2208
  3655,   2631,    572
  3655,   1735,    679
  3655,    532,   1895
  3655,   2746,   1943
  3654,   3887,    464
  3654,   3889,    464
  3654,   1422,    916
  3654,   2070,   2226
  3654,   2340,   2369
  3653,    765,    276
  3653,   3948,    546
  3653,   3365,    644
  3653,   3566,    949
  3653,   2323,   1012
  3653,   2701,   1122
  3653,   3344,   1722
  3653,   3692,   1737
  3653,    853,   1746
  3653,   2928,   2071
  3653,   1403,   2180
  3653,   2064,   2228
  3653,   2289,   2296
  3653,   2290,   2298
  3652,   2878,   1359
  3652,    842,   1868
  3652,   3376,   1908
  3652,   3204,   1935
  3652,   3950,   2150
  3651,   2930,    412
  3651,   2137,    474
  3651,   1879,   2005
  3651,    941,   2047
  3650,   3201,    850
  3650,   3394,    915
  3650,    909,   1112
  3650,   3489,   1469
  3650,   2608,   1729
  3650,   1962,   2061
  3650,    433,   2126
  3650,   3627,   2155
  3650,   3667,   2323
  3649,   2011,    347
  3649,   2227,    730
  3649,   3465,   1463
  3649,    474,   2120
  3649,   2278,   2311
  3649,   2280,   2311
  3649,   3077,   2340
  3648,   3953,    541
  3648,   4229,    590
  3648,   1221,    927
  3648,   3766,   2356
  3647,   4401,    745
  3647,    764,   1012
  3647,   3498,   1418
  3647,   3498,   1455
  3647,   3662,   2328
  3646,   2518,    437
  3646,   2825,   1757
  3646,   2826,   1757
  3645,   1942,    665
  3645,   2611,    748
  3645,   1030,    966
  3645,   1030,    967
  3645,    915,   1111
  3645,   3477,   1465
  3644,   1633,    240
  3644,   2537,   1003
  3644,    882,   1072
  3644,   2910,   1648
  3643,   2677,    785
  3643,   3374,    907
  3643,   2407,   1930
  3643,   3977,   2287
  3643,   3662,   2316
  3643,    430,   2349
  3642,   3851,    610
  3642,   3355,    693
  3642,   3338,    710
  3642,   3480,   1148
  3642,   4399,   1301
  3642,   3468,   1479
  3642,    385,   1779
  3642,    386,   1779
  3642,   4271,   2119
  3642,   2625,   2217
  3641,   2424,    355
  3641,   1495,    622
  3641,   3459,   1458
  3641,    276,   1463
  3641,    951,   2350
  3640,    913,    873
  3640,    671,   1087
  3639,   3604,    360
  3639,   1219,    402
  3639,   1787,    429
  3639,   1847,    577
  3639,   3588,    654
  3639,   3391,   1062
  3638,   1661,    959
  3638,   3479,   1136
  3638,    605,   1313
  3638,   3440,   1603
  3638,   3655,   2323
  3638,   1353,   2355
  3637,    758,   1007
  3637,    263,   1309
  3637,   3466,   1510
  3637,   4393,   1667
  3637,   2282,   2288
  3636,    833,    208
  3636,   1186,    400
  3636,   2570,    461
  3636,    637,    506
  3636,   3218,    905
  3636,    794,   1348
  3636,   2498,   1934
  3636,   2995,   2058
  3636,    417,   2333
  3636,   2254,   2353
  3635,    690,    446
  3635,   2860,    900
  3635,   2726,   2164
  3635,   2639,   2294
  3634,   2708,    704
  3634,   2774,   1285
  3634,   1764,   1410
  3634,    569,   1571
  3633,   3856,    345
  3633,   2289,    444
  3633,   2129,    649
  3633,   1160,    847
  3633,   1359,   1044
  3633,    871,   1710
  3633,   3706,   2102
  3632,   3857,    603
  3632,   2883,   1166
  3632,   4391,   1325
  3632,    625,   2180
  3631,   2329,   1005
  3631,   1765,   1060
  3631,   1801,   1419
  3631,    340,   2200
  3630,   3707,    420
  3630,   2252,    706
  3630,   3097,    903
  3630,    617,   1217
  3630,   4331,   1378
  3630,   1282,   1550
  3629,    801,    349
  3629,    683,    614
  3629,   2381,    941
  3629,   4006,   1144
  3629,   1010,   1172
  3629,   1620,   1218
  3629,   3494,   1424
  3628,   2265,    693
  3628,   1171,    857
  3628,    559,   1575
  3628,    468,   1802
  3628,   3296,   1920
  3628,   1239,   2196
  3628,   2009,   2343
  3627,   2308,    295
  3627,   2910,   1081
  3626,    846,    254
  3626,   2972,    367
  3626,   4083,    384
  3626,   2543,   1937
  3626,   1668,   2072
  3626,   2068,   2238
  3625,   3323,    567
  3625,   2664,    605
  3625,   2755,    729
  3625,   2937,   1330
  3625,   1143,   1408
  3625,   1654,   1513
  3625,   1654,   1514
  3625,    573,   1786
  3625,   2643,   2202
  3624,   3577,    369
  3624,   1931,   1084
  3624,   2385,   1936
  3624,   1447,   2151
  3624,   1925,   2183
  3623,   3344,    638
  3623,   1948,   1070
  3623,    976,   1461
  3623,   3435,   1607
  3623,   2333,   1754
  3623,   3473,   2208
  3623,   3858,   2281
  3622,   1683,   1008
  3622,   2187,   1039
  3622,   4239,   1573
  3622,   4140,   2127
  3621,   1334,    518
  3621,   1695,   1008
  3621,   1005,   1096
  3621,   2585,   1117
  3621,    580,   1253
  3621,    321,   1709
  3621,   3692,   2137
  3621,   3615,   2156
  3620,   3917,    201
  3620,    755,    282
  3620,   3722,    427
  3620,   4080,    435
  3620,   2660,    520
  3620,   3329,    561
  3620,   3303,    704
  3620,   2661,   1351
  3620,    524,   1867
  3620,    525,   1867
  3620,   3160,   2041
  3620,   1238,   2182
  3620,   3543,   2201
  3619,    767,    283
  3619,   2313,    442
  3619,    289,    689
  3619,   1386,    911
  3619,   2692,   1139
  3619,    977,   1278
  3619,   2667,   1509
  3619,   3846,   2263
  3618,   2350,    340
  3618,   2216,    363
  3618,   3439,    492
  3618,    383,    881
  3618,   3513,   1146
  3618,   3100,   1201
  3618,   1770,   1399
  3618,   4382,   1773
  3617,   3414,    205
  3617,   2415,    688
  3617,    614,    725
  3617,    617,   1314
  3617,   2397,   2279
  3616,   2274,    357
  3616,   3114,    723
  3616,   2883,    888
  3616,   2884,    888
  3616,   1077,    984
  3616,   2655,   1336
  3616,   1392,   1815
  3616,   1660,   1938
  3616,    236,   2362
  3615,    857,    209
  3615,   2772,    241
  3615,   2772,    242
  3615,    776,    394
  3615,   3348,    655
  3615,   2274,    700
  3615,   2871,    880
  3615,    383,    893
  3615,   2201,   1715
  3615,   1383,   2081
  3614,   3587,   1582
  3613,    696,    447
  3613,    831,    584
  3613,   1180,    750
  3613,   2894,    876
  3613,   2941,   1237
  3613,   3332,   1725
  3613,   1881,   1836
  3613,   1006,   1957
  3612,   1465,    208
  3612,    866,    507
  3612,   1165,    841
  3612,   2872,    856
  3612,   3998,   1154
  3612,   1795,   1401
  3612,   3463,   1451
  3612,   4141,   1622
  3611,    833,    214
  3611,   1933,    689
  3611,    254,   1025
  3611,    653,   1111
  3611,   1804,   1113
  3611,   3690,   1130
  3611,   3690,   1131
  3611,   3869,   1808
  3611,    818,   1870
  3611,   1737,   1875
  3611,    681,   2193
  3611,   4076,   2357
  3610,   3304,    602
  3610,   1932,    773
  3610,   2671,    786
  3610,   2670,    787
  3610,    884,    838
  3610,   3214,    863
  3610,   4240,   1299
  3610,    612,   1319
  3610,   3472,   1469
  3610,   2290,   2304
  3609,    759,    275
  3609,    757,    276
  3609,   3300,    607
  3609,   3354,    623
  3609,   1951,    678
  3609,   2226,    718
  3609,   1926,   1079
  3609,    498,   1311
  3609,   3536,   1398
  3609,    395,   1416
  3609,   3537,   1515
  3609,    208,   1516
  3609,   1772,   1562
  3609,   2970,   2282
  3609,   2971,   2283
  3608,   3961,    549
  3608,   1164,    576
  3608,   1950,    672
  3608,   3363,    899
  3608,   3729,   1040
  3608,   2889,   1165
  3608,   2877,   1166
  3608,    502,   1275
  3608,   3293,   1747
  3608,   1712,   1942
  3608,   2168,   1969
  3608,   4295,   1983
  3608,   4068,   2212
  3607,   3147,    352
  3607,   1186,    743
  3607,   1186,    745
  3607,   1186,    746
  3607,   2518,    836
  3607,    927,   1041
  3607,   1946,   1058
  3607,   2947,   1234
  3607,   1304,   1308
  3607,    557,   1801
  3607,    834,   1880
  3607,   3966,   1925
  3607,   1378,   2342
  3606,   4379,    618
  3606,   3443,    666
  3606,   4392,   2055
  3606,    743,   2093
  3605,   3722,    411
  3605,   3570,    447
  3605,   1149,    915
  3605,   3837,    936
  3605,   3391,   1074
  3605,   3037,   1811
  3605,   4370,   2109
  3605,   2265,   2294
  3604,   3887,    452
  3604,   3180,   1200
  3604,   1059,   1202
  3604,   2856,   1325
  3604,    766,   1858
  3604,   3217,   1911
  3604,   3970,   1914
  3604,   4366,   2101
  3604,   1347,   2287
  3603,   2182,    294
  3603,   3356,    687
  3603,   3411,    921
  3603,   3411,    922
  3603,   1643,    969
  3603,   4343,   1365
  3603,   1787,   1396
  3603,   1788,   1396
  3603,   2376,   1876
  3603,   2183,   2136
  3603,   3836,   2283
  3602,   2052,    318
  3602,   3937,    496
  3602,    289,    629
  3602,   3248,    875
  3602,   2703,   1005
  3602,   3355,   1214
  3602,   4171,   1309
  3602,   3511,   1539
  3602,   3511,   1540
  3602,   3223,   1727
  3602,   3247,   1814
  3602,   3151,   2126
  3602,   1935,   2162
  3602,   1322,   2356
  3601,   2897,    265
  3601,   2363,    675
  3601,   1945,    689
  3601,   2886,    852
  3601,   2251,   1203
  3601,   1893,   1222
  3601,   2697,   1305
  3601,   4387,   1307
  3601,   2048,   1407
  3601,   2594,   1409
  3601,   2595,   1409
  3601,   3960,   1920
  3600,   3396,    903
  3600,   1009,    954
  3600,   1082,    993
  3600,   2567,   1303
  3600,   2962,   1329
  3600,   3587,   1570
  3600,   2123,   1802
  3600,   2116,   1808
  3600,   3263,   1823
  3599,   2228,    418
  3599,   2495,    568
  3599,   4230,    578
  3599,   1816,    588
  3599,   1042,   1210
  3599,    835,   1330
  3599,    794,   1360
  3599,   4335,   1730
  3599,    608,   2041
  3599,   1933,   2041
  3598,   1303,    521
  3598,   2351,    676
  3598,   1236,    766
  3598,    495,   1020
  3598,   4386,   1320
  3598,   3471,   1458
  3598,   2940,   1791
  3598,    456,   1800
  3598,   3878,   1897
  3598,   1707,   1993
  3598,   3131,   2234
  3597,   1633,    228
  3597,   3171,    239
  3597,   3850,    341
  3597,   1013,    765
  3597,   2681,    790
  3597,    297,    984
  3597,   4410,   1320
  3597,   3487,   1457
  3597,    563,   1570
  3597,   2061,   1705
  3597,   2680,   2069
  3596,   3943,    504
  3596,   2559,    629
  3596,   1172,    845
  3596,   1429,    909
  3596,    508,   1005
  3596,   4197,   1771
  3596,    462,   1794
  3596,   3031,   2026
  3596,   4081,   2139
  3596,   4125,   2164
  3596,    316,   2365
  3595,   3845,    604
  3595,   2771,    621
  3595,   2688,    683
  3595,   1180,    738
  3595,   1159,    859
  3595,   4332,   1354
  3595,   1759,   1451
  3595,   3479,   1477
  3595,   3714,   2266
  3594,   1484,    630
  3594,   1751,    798
  3594,   2667,    824
  3594,   3476,    847
  3594,   2877,    888
  3594,    289,   1124
  3594,   2512,   1654
  3594,   2855,   1662
  3594,    849,   1729
  3594,   2093,   2299
  3593,   1552,    503
  3593,   4217,    591
  3593,   1934,    665
  3593,    294,    682
  3593,   1236,    754
  3593,   3315,    848
  3593,   2813,    980
  3593,   2580,   1113
  3593,   1734,   1335
  3593,    991,   1478
  3593,   3694,   2077
  3593,   3441,   2167
  3593,    435,   2342
  3592,   1483,    256
  3592,   1008,    443
  3592,   3601,    497
  3592,   3344,    690
  3592,   2669,    793
  3592,   1695,    996
  3592,    251,   1031
  3592,   2945,   1246
  3592,   1800,   1406
  3592,   1800,   1407
  3592,   2006,   1657
  3592,    569,   1764
  3592,   2117,   1796
  3592,   3630,   2028
  3592,   1301,   2074
  3592,   4162,   2311
  3592,   1390,   2341
  3591,    839,    221
  3591,   2260,    337
  3591,   1509,    640
  3591,   2341,   1291
  3591,   2665,   1340
  3591,   4397,   1656
  3591,   4297,   1785
  3591,   1484,   1871
  3591,   3296,   1908
  3591,   1556,   1972
  3591,   3971,   2282
  3590,   2345,    232
  3590,   3288,    454
  3590,   1538,    499
  3590,    301,    626
  3590,   1629,    918
  3590,   2917,    935
  3590,   1518,   1147
  3590,   4320,   1371
  3590,   3523,   1658
  3590,   3487,   1847
  3589,    947,    214
  3589,   2754,    607
  3589,   2028,    929
  3589,   2329,   1291
  3589,    385,   1392
  3589,    721,   1518
  3589,   1751,   1737
  3589,   1765,   1887
  3589,   1187,   2284
  3588,   1666,    969
  3588,   1683,    996
  3588,   3278,   1071
  3588,   3406,   1137
  3588,   3302,   1914
  3587,   1588,    201
  3587,   2429,    349
  3587,   1189,    727
  3587,   1189,    728
  3587,   2672,    835
  3587,   4295,    862
  3587,   3386,    896
  3587,    926,   1029
  3587,   2953,   1239
  3587,    694,   1317
  3587,   1859,   1326
  3587,   3010,   1886
  3587,    957,   2134
  3587,    478,   2361
  3586,    760,    412
  3586,   3956,    761
  3586,   3378,    884
  3586,   3362,    893
  3586,   1022,    973
  3586,   3188,   1142
  3586,   3486,   1142
  3586,   3188,   1143
  3586,   2048,   1642
  3586,   3517,   1664
  3586,   2502,   1673
  3585,   4375,    268
  3585,   4375,    301
  3585,   2978,    373
  3585,   1187,    578
  3585,   3308,    614
  3585,    279,    808
  3585,    280,    808
  3585,   3133,    899
  3585,   2850,   1007
  3585,    758,   1019
  3585,   2797,   1114
  3585,   3474,   1142
  3585,   4405,   1302
  3585,   3134,   1677
  3585,   2156,   1744
  3585,   1963,   1911
  3585,   2759,   1958
  3585,   2274,   2287
  3584,   1168,    587
  3584,   2895,   1064
  3584,   3397,   1072
  3584,   2551,   1372
  3584,   4325,   1378
  3584,   4273,   1414
  3584,   1407,   1495
  3584,    532,   1543
  3584,   1496,   1576
  3584,   2879,   1663
  3584,   2879,   1665
  3584,   2813,   1993
  3584,   2332,   2363
  3583,    929,    571
  3583,   2339,    952
  3583,    497,   1002
  3583,   3000,   1255
  3583,    490,   1317
  3583,   3610,   1526
  3583,   1857,   1920
  3583,   3245,   2175
  3583,   2271,   2311
  3583,    415,   2312
  3582,   1439,    219
  3582,   3177,    232
  3582,   3177,    233
  3582,   2524,    438
  3582,   2276,    707
  3582,   3702,    898
  3582,   2861,    906
  3582,    847,   1332
  3582,   2954,   1339
  3582,   3508,   1424
  3582,   2968,   1504
  3582,    828,   1881
  3582,   1957,   2045
  3582,   2559,   2121
  3582,   2176,   2130
  3581,   2384,    211
  3581,   1885,    512
  3581,   1927,    683
  3581,   3042,    752
  3581,   2372,    788
  3581,    812,    836
  3581,   2587,   1105
  3581,   2691,   1311
  3581,   2778,   1322
  3581,    842,   1874
  3581,   3155,   2052
  3581,   3262,   2215
  3580,   1508,    628
  3580,   4011,   1229
  3580,   3494,   1465
  3580,    467,   1587
  3580,   1545,   1852
  3580,   3301,   2359
  3579,   1455,    224
  3579,   1645,    228
  3579,   3165,    233
  3579,   1002,    448
  3579,   3367,    637
  3579,   2972,   1203
  3579,    581,   1247
  3579,   3578,   1461
  3579,   3840,   1502
  3579,   1778,   1566
  3579,    419,   1971
  3579,   2982,   1983
  3579,   2907,   1997
  3579,   1251,   2298
  3579,    259,   2350
  3578,   2441,    350
  3578,   4318,    472
  3578,   4055,    629
  3578,   3406,    842
  3578,   3225,    915
  3578,    639,   1190
  3578,    569,   1245
  3578,   4067,   1270
  3578,   2341,   1279
  3578,   3522,   1670
  3578,    831,   1857
  3578,   1775,   2016
  3578,   2869,   2080
  3577,   3590,    380
  3577,   2259,    693
  3577,    277,    970
  3577,   3192,   1199
  3577,   2329,   1279
  3577,   2667,   1346
  3577,   1655,   1356
  3577,   4380,   1544
  3577,   4406,   1850
  3576,   2148,    212
  3576,   3577,    381
  3576,   2655,    525
  3576,   3176,    602
  3576,   2363,    663
  3576,   2880,    852
  3576,    201,   1285
  3576,   1012,   1506
  3576,   2603,   1625
  3576,    847,   1741
  3576,    298,   2088
  3576,   2493,   2124
  3576,   2586,   2259
  3576,   2296,   2318
  3576,   2011,   2355
  3575,   4409,    222
  3575,   2314,    454
  3575,   2894,    463
  3575,   3535,    525
  3575,   1656,    564
  3575,   2258,    717
  3575,   3402,    907
  3575,    205,    962
  3575,    463,   1072
  3575,   4090,   1083
  3575,   3465,   1936
  3575,   1011,   1963
  3575,   3694,   2065
  3575,   2443,   2126
  3574,    985,    222
  3574,   2051,    599
  3574,   2617,    610
  3574,   1504,    648
  3574,   2677,    831
  3574,   3390,    910
  3574,   3142,    924
  3574,   3220,   1047
  3574,   2887,   1177
  3574,   3548,   2211
  3574,   3836,   2290
  3573,   2664,    526
  3573,   2924,    692
  3573,   3157,    713
  3573,   2384,    790
  3573,   1127,    834
  3573,   1940,   1062
  3573,    820,   1116
  3573,    824,   1333
  3573,   2577,   1455
  3573,   3543,   1614
  3573,   3629,   1661
  3573,   1311,   2069
  3573,   2529,   2293
  3572,    935,    203
  3572,   1770,    673
  3572,   1219,    845
  3572,   3084,   1191
  3572,   2964,   1335
  3572,    788,   1354
  3572,   1576,   1377
  3572,    231,   1658
  3572,   4402,   1860
  3572,   2862,   1940
  3572,   1307,   2075
  3571,    834,    253
  3571,   4367,    276
  3571,   3026,    531
  3571,   3254,    561
  3571,   3312,    609
  3571,   3368,    907
  3571,   1932,   1093
  3571,   1299,   1112
  3571,   1764,   1404
  3571,    491,   1517
  3571,   3799,   1855
  3571,   2898,   1893
  3571,   1565,   2026
  3571,   3253,   2201
  3571,   1973,   2369
  3570,    857,    216
  3570,    852,    222
  3570,   3860,    334
  3570,   3900,    508
  3570,   2230,    635
  3570,   3091,    898
  3570,   3404,   1630
  3570,   2867,   1675
  3570,   4050,   2174
  3570,   1662,   2221
  3569,   3931,    201
  3569,   1643,    202
  3569,   1197,    454
  3569,   2073,   1013
  3569,   2755,   1073
  3569,   4070,   1103
  3569,   4393,   1301
  3569,   3398,   1635
  3569,   3689,   1700
  3569,    567,   1782
  3569,   1957,   1824
  3569,   4240,   1970
  3569,   2826,   2035
  3569,   3838,   2272
  3568,    710,    213
  3568,   2758,    239
  3568,   2416,    308
  3568,   3912,    519
  3568,   2542,    536
  3568,   1651,    956
  3568,    610,   1097
  3568,   3061,   1714
  3568,    853,   1722
  3568,   2237,   1902
  3568,    957,   1942
  3568,   3278,   2293
  3567,   3006,    278
  3567,   2436,    339
  3567,   2526,    444
  3567,   2867,    657
  3567,    698,   1328
  3567,    695,   1329
  3567,   1761,   1422
  3567,   1603,   2016
  3567,   3468,   2197
  3567,    203,   2240
  3567,   2344,   2267
  3566,   2270,    717
  3566,   3825,    939
  3566,   1925,   1085
  3566,   1775,   1395
  3566,   2939,   1455
  3566,   2940,   1455
  3566,   1784,   1561
  3566,   4303,   1582
  3566,   3307,   1735
  3566,    289,   1787
  3566,   3499,   1841
  3566,   1291,   1867
  3566,   2365,   1885
  3566,   2770,   1941
  3566,   2941,   2161
  3566,   2524,   2182
  3566,   3251,   2236
  3566,   3851,   2268
  3565,    364,    229
  3565,    509,    269
  3565,   3763,    280
  3565,   2444,    362
  3565,   2508,    398
  3565,   4317,    484
  3565,   3393,    921
  3565,   2317,   1011
  3565,   2709,   1130
  3565,   3905,   1346
  3565,   2305,   1715
  3565,   2153,   1719
  3565,   2572,   1854
  3565,   2572,   1855
  3564,   2023,    212
  3564,   1397,    250
  3564,   2310,    461
  3564,    301,    687
  3564,   2233,    725
  3564,   2598,    818
  3564,   2327,    950
  3564,   2395,   1052
  3564,   2791,   1119
  3564,   1005,   1177
  3564,   1662,   1360
  3564,   4320,   1362
  3564,   3460,   1490
  3564,   1384,   1772
  3564,    585,   1787
  3564,    300,   1802
  3564,   4154,   1867
  3564,   4154,   1868
  3564,   2766,   1932
  3564,   2063,   2234
  3563,   3016,    281
  3563,   1575,    423
  3563,   3900,    520
  3563,   3875,    592
  3563,    389,    886
  3563,   3097,    891
  3563,   1067,    982
  3563,   3647,   1002
  3563,   3418,   1307
  3563,   2655,   1346
  3563,   4337,   1378
  3563,   2863,   1652
  3563,   2747,   1734
  3563,   2728,   1766
  3563,   2729,   1766
  3563,   1433,   1792
  3563,   3194,   1809
  3563,   1568,   1969
  3563,   1272,   2110
  3563,   2266,   2307
  3563,   1379,   2329
  3562,    846,    266
  3562,   1976,    374
  3562,   2972,    379
  3562,   3576,    642
  3562,   1493,    650
  3562,    696,    924
  3562,   1311,   1113
  3562,    401,   1215
  3562,   1138,   1404
  3562,   1494,   1582
  3562,    591,   1781
  3562,   3282,   1832
  3562,   1394,   1887
  3562,   2412,   1926
  3562,   1567,   2097
  3562,   3959,   2248
  3562,   3983,   2283
  3562,   3758,   2360
  3561,   4400,    298
  3561,   3852,    334
  3561,   3851,    335
  3561,   2520,    398
  3561,   2692,    436
  3561,   1490,    512
  3561,   3535,    513
  3561,   4366,    759
  3561,   1682,    806
  3561,   3380,    930
  3561,   1146,   1396
  3561,    454,   1598
  3561,    454,   1599
  3561,   1648,   1939
  3561,   1299,   2068
  3561,    303,   2084
  3561,   4029,   2116
  3561,   3449,   2163
  3561,   2286,   2312
  3561,    852,   2339
  3560,    252,    251
  3560,   3018,    275
  3560,    754,    288
  3560,   1913,    305
  3560,   1163,    361
  3560,   2520,    386
  3560,    500,    440
  3560,    709,    470
  3560,   1517,    514
  3560,   1527,    558
  3560,   3784,    731
  3560,   3583,    823
  3560,   3372,    883
  3560,   2516,    935
  3560,   2517,    935
  3560,   2816,    991
  3560,    302,   1041
  3560,   2893,   1170
  3560,   3455,   1250
  3560,   2995,   1261
  3560,   3424,   1302
  3560,   3529,   1665
  3560,   2688,   1914
  3560,   2371,   2360
  3559,   2659,    514
  3559,   2651,    786
  3559,   2592,   1109
  3559,   1008,   1159
  3559,   2881,   1172
  3559,   2881,   1173
  3559,   2511,   1664
  3559,   3336,   1730
  3559,    293,   1810
  3559,   2409,   1914
  3559,   2410,   1914
  3559,   4158,   1960
  3559,   3700,   2070
  3559,   3264,   2221
  3559,   3167,   2240
  3559,    485,   2279
  3558,   3398,    588
  3558,   2696,    613
  3558,   3605,    683
  3558,   3847,    777
  3558,   1643,    963
  3558,   3397,   1064
  3558,   1668,   1161
  3558,   1066,   1168
  3558,   3503,   1451
  3558,   2630,   1482
  3558,    264,   1733
  3558,    951,   2141
  3557,   1154,    395
  3557,   3360,    621
  3557,   3342,    644
  3557,   3354,    659
  3557,   1771,    685
  3557,   2663,    842
  3557,   1606,    906
  3557,   3368,    926
  3557,   2276,    942
  3557,   2046,   1171
  3557,    486,   1311
  3557,   2590,   1404
  3557,   2822,   1669
  3557,    277,   1799
  3557,   1040,   1886
  3557,   3136,   2349
  3556,    935,    215
  3556,   2432,    373
  3556,   2574,    433
  3556,   2575,    433
  3556,   2648,    518
  3556,   2786,    607
  3556,   1925,    671
  3556,    784,    941
  3556,    208,   1043
  3556,    905,   1100
  3556,   2489,   1332
  3556,   2962,   1506
  3556,   1778,   1554
  3556,   2699,   1674
  3556,   2866,   1714
  3556,   3784,   1980
  3556,    982,   1987
  3556,   1647,   2103
  3556,    602,   2282
  3555,   4363,    270
  3555,    526,    430
  3555,   1485,    506
  3555,   2627,    567
  3555,   2872,    900
  3555,   2883,    912
  3555,   2448,   1046
  3555,   2798,   1126
  3555,   1151,   1401
  3555,   2202,   1424
  3555,   3717,   1512
  3555,   2951,   1530
  3555,   3580,   1577
  3555,   3625,   1689
  3555,    810,   1875
  3555,   2914,   1898
  3555,   3964,   1913
  3555,   2776,   1940
  3555,   3085,   2129
  3555,   3788,   2146
  3555,   3031,   2235
  3554,   2966,    374
  3554,   3293,    592
  3554,   2198,    888
  3554,   3404,    928
  3554,   2598,   1036
  3554,   4268,   1380
  3554,   2562,   1451
  3554,   1499,   1587
  3554,   3163,   1817
  3554,   3162,   1818
  3554,   2364,   1873
  3554,   2376,   1890
  3554,   2772,   1928
  3554,   3142,   2102
  3554,   1443,   2250
  3553,   2154,    489
  3553,   4320,    566
  3553,   2328,    845
  3553,   2872,    850
  3553,   3626,   1048
  3553,   2888,   1131
  3553,    929,   1193
  3553,   3431,   1309
  3553,   2062,   1538
  3553,    393,   1688
  3553,    398,   1706
  3553,   1710,   1904
  3553,   2415,   1920
  3553,    264,   1939
  3553,    265,   1939
  3553,    530,   2053
  3553,    531,   2054
  3553,   2701,   2225
  3552,   1524,    518
  3552,   3707,    520
  3552,    287,    560
  3552,   2665,    830
  3552,   3188,   1004
  3552,   1809,   1103
  3552,    406,   1248
  3552,    617,   1308
  3552,   1726,   1313
  3552,   2962,   1416
  3552,    466,   1611
  3552,   2095,   1677
  3552,   2597,   1716
  3552,   3591,   1805
  3552,   3165,   2047
  3552,    957,   2146
  3552,   1448,   2226
  3551,   1038,    225
  3551,   2792,    329
  3551,   3547,    525
  3551,   3380,    908
  3551,   3261,    912
  3551,   1918,   1070
  3551,   1698,   1329
  3551,   2667,   1334
  3551,    800,   1354
  3551,   4410,   1416
  3551,   1720,   1464
  3551,   3467,   1473
  3551,   4007,   1508
  3551,   1847,   1597
  3551,   1647,   1751
  3551,   3880,   1752
  3551,   3398,   1840
  3551,   3920,   2165
  3551,   1960,   2256
  3551,   2335,   2349
  3550,    763,    342
  3550,    764,    343
  3550,    763,    344
  3550,   2508,    386
  3550,   1231,    758
  3550,   2851,    918
  3550,   2824,    959
  3550,   4126,    988
  3550,   2372,   1132
  3550,   3188,   1193
  3550,   1536,   1314
  3550,   3290,   1913
  3550,   2192,   1997
  3550,   2191,   1998
  3550,   1463,   1999
  3550,   2096,   2008
  3550,   1307,   2063
  3550,   1310,   2063
  3550,   3724,   2237
  3549,   4313,    479
  3549,   1497,    509
  3549,   1496,    510
  3549,   1169,    563
  3549,   1037,    763
  3549,    688,    931
  3549,   3214,   1006
  3549,   3454,   1238
  3549,   2614,   1421
  3549,   2961,   1482
  3549,   2205,   1496
  3549,   2965,   1745
  3549,   1707,   2005
  3549,   2326,   2357
  3549,   2341,   2363
  3548,    515,    219
  3548,   4372,    280
  3548,    692,    919
  3548,    812,   1044
  3548,    812,   1045
  3548,   1844,   1112
  3548,   2803,   1121
  3548,   3219,   1181
  3548,   3220,   1181
  3548,   1512,   1497
  3548,   4047,   1769
  3548,   4046,   1770
  3548,   3782,   1988
  3548,   2137,   2048
  3548,   3688,   2071
  3548,    752,   2111
  3548,   3218,   2155
  3548,   3635,   2214
  3548,    490,   2273
  3548,   2060,   2306
  3548,    453,   2320
  3547,   1461,    225
  3547,   4369,    427
  3547,    705,    437
  3547,   1746,    695
  3547,   2925,    779
  3547,    507,    791
  3547,   2929,    807
  3547,   1190,    842
  3547,   2895,    882
  3547,   3103,    897
  3547,   3586,   1049
  3547,    673,   1105
  3547,    277,   1126
  3547,   3688,   1215
  3547,    365,   1221
  3547,    573,   1261
  3547,   2727,   1277
  3547,    221,   1288
  3547,   1451,   1331
  3547,   3474,   1510
  3547,   2869,   1651
  3547,   3639,   1686
  3547,    750,   1778
  3547,   2760,   1976
  3547,   4259,   2150
  3547,   3261,   2233
  3546,   3406,    243
  3546,   2437,    327
  3546,    201,    628
  3546,   2426,    721
  3546,   2710,    888
  3546,    934,   1033
  3546,   1309,   1193
  3546,   3492,   1453
  3546,   3442,   1615
  3546,   3476,   1668
  3546,    859,   1745
  3546,   1783,   1784
  3546,   2016,   1968
  3546,   3154,   2042
  3545,   3862,    340
  3545,   2228,    366
  3545,   2289,    438
  3545,   1491,    500
  3545,   4313,    590
  3545,   3386,    890
  3545,   1665,    975
  3545,   3258,    986
  3545,   4187,   1108
  3545,   1059,   1239
  3545,   2986,   1261
  3545,   2956,   1328
  3545,    833,   1342
  3545,    835,   1342
  3545,   3574,   1344
  3545,   2111,   1800
  3545,    825,   1987
  3545,   3790,   1995
  3545,   3242,   2224
  3545,   3977,   2275
  3544,   3012,    270
  3544,    221,    417
  3544,   2519,    449
  3544,   1748,    533
  3544,   3692,    580
  3544,    835,    611
  3544,   1893,    623
  3544,   2936,    691
  3544,    300,    693
  3544,   2140,    702
  3544,   1174,    744
  3544,   3635,    814
  3544,   2455,    832
  3544,    802,    940
  3544,    917,   1099
  3544,    224,   1136
  3544,   3386,   1151
  3544,    242,   1165
  3544,   1314,   1679
  3544,   2382,   1701
  3544,   2221,   1740
  3544,   2221,   1741
