brightness,      y,      x
 39639,   1496,    634
 39374,   1939,    676
 39199,   2301,    447
 37927,    579,   1773
 37293,   2264,    705
 36257,   1655,    967
 36108,   4401,   1313
 35886,   4331,   1366
 35668,   4395,   1313
 35634,   3374,    895
 34675,   3846,   2279
 32324,    845,    209
 30896,   4316,    578
 28854,    466,   1599
 27721,   1562,   1933
 25690,    289,   1799
 25258,   2432,    361
 23660,   2963,   1494
 21303,   3598,    366
 21187,   4223,    584
 20825,   3207,    856
 19020,   1742,    685
 17905,    573,   1774
 17876,    501,   1012
 16693,   2357,    669
 16246,   1782,   1415
 15666,   1689,   1002
 15647,   1654,   1932
 15357,   2335,   1285
 14893,   3583,    375
 14803,   1639,    235
 13763,   2307,    449
 12709,   2514,    392
 12496,   3541,    519
 12444,   1502,    636
 12214,   3717,    406
 11394,    830,   1869
 11297,   2592,   1030
 11295,   3334,    556
 11243,   1497,    640
 11024,   1176,    575
 10369,   3241,   1816
 10103,   4212,    349
  9919,   1556,   2056
  9840,   2323,   1006
  9736,   2863,   2079
  9584,   2278,   2299
  9475,    579,   1779
  9362,   3621,   2155
  9332,   2302,    453
  9331,    941,    209
  9184,    585,   1775
  9181,   3661,   2322
  9110,   1939,    682
  8796,   2295,    446
  8559,   1423,    910
  8346,   3851,    604
  8121,    315,   1702
  8101,   3937,    502
  8037,   3706,    414
  7788,   3977,   2281
  7477,   1297,    521
  7460,    611,   1313
  7438,    580,   1767
  7415,   1804,   1107
  7368,   4398,   1319
  7347,   4407,   1856
  7222,   3296,   1914
  7075,   3523,   1664
  6925,    845,    215
  6861,   2301,    441
  6851,   1654,    973
  6815,   3171,    233
  6752,   3252,   2219
  6736,   2409,   1920
  6723,   2377,    795
  6711,   3852,   2280
  6651,   3441,   1609
  6534,   2262,    699
  6511,   1491,    638
  6435,   1933,    677
  6425,   2661,   1345
  6380,   4337,   1366
  6361,   3424,    845
  6354,   1707,   1999
  6338,   2698,   1133
  6337,   3097,    897
  6328,   2867,   1663
  6288,   1777,   1419
  6277,   3354,    641
  6269,   2264,    711
  6239,    840,    259
  6208,    466,   1593
  6152,   3299,   1741
  6150,   1496,    628
  6128,    423,   2341
  6124,   4161,   2305
  6116,    501,   1293
  6083,   1765,   1881
  6080,   1668,   2078
  6071,   2697,   1311
  6037,   3375,    901
  5971,   3071,   2339
  5970,    845,    203
  5943,   1782,   1409
  5883,   3848,   2285
  5880,   2588,   2010
  5864,    749,   2100
  5822,   1649,    968
  5812,   4399,   1307
  5800,    957,   2140
  5749,   2558,   2115
  5748,   1938,    670
  5736,   2258,    705
  5729,   4364,   2107
  5686,   1165,    853
  5686,   4332,   1360
  5624,   2296,    452
  5614,   1776,   1413
  5598,   1065,   1238
  5597,    574,   1768
  5588,    502,   1006
  5565,    839,    209
  5565,   2224,   1633
  5564,   1788,   1414
  5542,   1403,    250
  5542,   1145,   1402
  5490,   4332,   1372
  5456,    284,   1119
  5447,   2436,    356
  5443,    941,   2053
  5441,   3392,   1068
  5427,   3906,    514
  5422,   1945,    677
  5412,   1783,   1421
  5407,   3454,   1244
  5370,   1175,    581
  5365,    289,   1793
  5353,   1176,    569
  5341,    288,   1805
  5331,    498,   1299
  5323,    320,   1715
  5316,    575,   1249
  5297,   3001,   1261
  5279,   3380,    896
  5278,    836,   1868
  5277,    503,   1287
  5253,   1490,    632
  5221,    460,   1599
  5217,   2307,    443
  5183,   2270,    705
  5178,   3062,   2140
  5173,   3850,   2274
  5158,   3250,   2213
  5140,    832,   1863
  5135,    851,    210
  5135,    295,    628
  5133,   2984,   1267
  5128,   3428,   1669
  5123,    242,   1025
  5114,   3537,   2201
  5107,   3254,   2225
  5105,   3374,    889
  5103,   2883,    870
  5066,   3353,    647
  5064,    465,   1605
  5034,   1606,    912
  5030,    824,   1869
  5027,   3033,   1857
  5019,   3480,   1142
  5017,   2432,    367
  5016,   2162,   1970
  4992,   1729,   1324
  4990,   1655,    961
  4989,   3356,    635
  4983,   3368,    895
  4979,   2792,    323
  4967,   2115,   1013
  4909,   3954,    547
  4906,   1639,    229
  4901,   2011,   1661
  4869,   1502,    630
  4869,   1395,   2080
  4868,   1660,    971
  4865,   4325,   1366
  4859,   1983,   1977
  4858,   2421,    970
  4847,   1170,    575
  4830,   1957,   1907
  4821,   3500,   1424
  4814,    429,   2343
  4812,    830,   1875
  4804,   2196,   1424
  4800,   3338,   1723
  4790,   1562,   1927
  4788,   2371,   1880
  4751,   2887,   1171
  4742,   1563,   1964
  4729,    911,   1106
  4722,    295,   1798
  4721,   4012,   1476
  4720,    295,    688
  4711,   4095,    491
  4711,   3356,   1792
  4699,   1384,   2336
  4691,    573,   1780
  4690,   2699,   1867
  4671,   1561,   2091
  4666,   4071,   1367
  4655,   1042,   1216
  4650,   3178,    564
  4644,   1937,   1074
  4643,   2268,    699
  4641,    283,   1799
  4622,   4316,    584
  4620,   1741,    691
  4618,   1681,   1398
  4615,   4404,   1319
  4614,   2430,    355
  4606,    758,   1013
  4598,   2866,    901
  4584,   2486,   1517
  4582,   1788,   1408
  4581,   4316,    572
  4579,   1556,   1934
  4576,   3842,   2284
  4574,    252,   2231
  4568,   3350,    636
  4564,   1500,   1581
  4557,   2702,   1128
  4552,   2568,   1451
  4551,   2438,    362
  4548,    507,   1282
  4545,   2963,   1488
  4540,    395,   1422
  4532,   1562,   1939
  4526,    462,   1800
  4519,   3483,   1467
  4509,   2272,   2299
  4506,   1944,    671
  4501,   3133,    246
  4498,   1105,    718
  4498,   4285,   2126
  4497,   2908,    976
  4495,   3348,    643
  4493,   3208,    862
  4485,   1736,    685
  4485,   2671,    829
  4480,   3396,    909
  4477,   1741,    679
  4474,    495,   1305
  4471,   2426,    361
  4465,   1251,    405
  4465,   3350,    689
  4461,   3261,   1883
  4459,    855,   1734
  4448,   1011,   1178
  4445,   1933,    683
  4441,   2586,   1111
  4441,   3549,   2199
  4439,   3225,    909
  4438,    928,   1035
  4433,   1291,   1873
  4429,   2278,   2305
  4423,   4310,    578
  4411,   3359,    645
  4410,   4392,   1319
  4408,   2403,    872
  4406,   1789,   1420
  4402,   2778,    614
  4402,   2778,    615
  4398,   2873,   1663
  4392,   4338,   1281
  4392,    826,   1863
  4390,   2958,   1334
  4386,   1389,   2077
  4381,    501,   1018
  4379,    472,   1599
  4377,   3844,   2273
  4374,   2642,   2282
  4371,   3856,    339
  4367,   2963,   1500
  4358,    929,    577
  4354,   2520,    443
  4352,   3306,    608
  4342,   4224,    578
  4341,    611,   1823
  4336,    981,   1993
  4335,    835,   1336
  4329,   2284,   2300
  4325,    586,   1769
  4323,   3877,   1102
  4319,   1012,   1957
  4319,    472,   2114
  4317,   1661,    965
  4315,    294,   1804
  4313,   3136,   2279
  4309,   4073,   2140
  4309,   3840,   2278
  4306,   2357,    663
  4305,   3887,    458
  4304,   1908,    549
  4302,   3369,    901
  4297,   4393,   1307
  4297,    836,   1874
  4295,   3598,    372
  4293,   2972,    373
  4293,   4322,    578
  4293,   1181,    579
  4292,   1771,   1417
  4290,    417,   2339
  4289,   3354,    653
  4288,   3207,    850
  4287,    839,    215
  4286,   2867,   1657
  4279,   3598,    360
  4272,   1464,   1300
  4261,   2861,   1664
  4257,   2867,   1669
  4256,   3147,   2114
  4248,   1945,    683
  4248,    495,   1293
  4247,   2211,   2171
  4246,   1733,   1329
  4243,   1636,   1042
  4242,    574,   1255
  4241,   1773,   1424
  4240,    383,    887
  4236,   1252,    244
  4236,   4326,   1372
  4234,   2957,   1494
  4233,    245,   1634
  4230,   1568,   1933
  4228,   2258,    711
  4227,   3694,   2071
  4224,   3583,    369
  4221,   4044,   2322
  4219,   1724,   1320
  4218,   4405,   1308
  4217,   3592,    366
  4217,    507,   1011
  4217,   2662,   1263
  4217,   4383,   2149
  4212,   1182,    573
  4208,   3213,    857
  4204,    509,   1708
  4201,   1503,    642
  4198,   3098,   2308
  4193,   2947,   1240
  4190,   1461,    213
  4189,    794,   1354
  4187,   2882,    864
  4186,   2877,    870
  4185,   1776,   1407
  4185,   3955,   1841
  4183,    248,   1025
  4179,    496,   1008
  4179,   3305,   1741
  4178,   3478,    575
  4178,   1689,   1008
  4178,   4010,   1877
  4176,    478,   1799
  4174,   1453,    297
  4174,   1946,   1064
  4172,   2882,    876
  4171,    941,    203
  4171,   1401,   2081
  4168,   2357,    675
  4163,   2675,    791
  4161,   1932,    671
  4160,   3089,    400
  4157,   1966,    600
  4157,   1966,    601
  4157,    585,   1781
  4154,   1553,    497
  4154,   2335,   1279
  4149,    712,   1873
  4147,   1649,    962
  4146,   2308,    455
  4144,   2270,    711
  4140,   3380,    890
  4139,   2930,    691
  4137,   1654,   1938
  4137,   2277,   2293
  4136,   3201,    856
  4136,   3186,   1199
  4135,   1225,    845
  4135,   4193,   1107
  4134,   1491,    506
  4134,   3130,   1795
  4133,   4229,    584
  4133,   1492,    644
  4132,    851,    216
  4131,    424,   2347
  4129,   3333,   1719
  4129,   3256,   2214
  4126,    840,    253
  4126,   4223,    590
  4125,   1900,   1919
  4122,   1961,   1835
  4121,    695,    441
  4111,    495,   1014
  4111,   4300,   1607
  4108,   2854,    903
  4106,   3428,   2021
  4104,   3354,    629
  4103,   1008,    449
  4103,    694,   1323
  4102,   3251,   2207
  4099,   3488,   1463
  4098,    423,   2335
  4090,   3730,   1332
  4089,   2295,    440
  4087,   1166,    847
  4086,    507,   1292
  4085,   1850,   1113
  4084,   1689,    996
  4084,   2323,   1000
  4082,   3548,   2205
  4080,    851,    204
  4080,   3361,    639
  4079,   1935,   2168
  4079,   1935,   2169
  4076,   2888,    866
  4074,   1794,   1413
  4071,   1491,   2202
  4069,   3753,   2364
  4067,   3342,   1728
  4065,   2654,    519
  4065,   2874,    784
  4064,   4389,   1313
  4063,   2094,   1957
  4063,   2718,   2224
  4062,   3465,   1457
  4061,   2351,    670
  4060,   3258,   2220
  4058,   3604,    366
  4058,    795,   1484
  4057,   1169,    581
  4055,   3478,   1471
  4054,   1145,    933
  4052,   1614,    595
  4047,   2268,   1197
  4046,    905,   1106
  4044,   1124,   1452
  4043,    508,   1276
  4041,   3966,   1919
  4039,   1180,    744
  4039,   4280,    921
  4038,    492,   1299
  4035,   2222,    364
  4035,   2985,    474
  4032,   4326,   1360
  4031,   3255,   2231
  4027,   2361,   1171
  4024,    565,   1576
  4023,   2227,    724
  4020,   1655,   1926
  4019,   4319,    478
  4019,    460,   1593
  4018,   1639,    241
  4018,   3282,    890
  4018,   2182,   2130
  4016,   1170,    569
  4016,    611,   1307
  4015,    753,   2105
  4014,    204,   2246
  4013,   3716,    400
  4013,   2812,    986
  4012,    839,    203
  4012,   1782,   1403
  4012,   2758,   1952
  4011,   3950,    552
  4011,    375,   1031
  4009,   4338,   1372
  4009,   1778,   1560
  4008,   3172,   2279
  4007,   4217,    585
  4007,   1932,   1078
  4006,   1350,   1468
  4006,   3507,   2290
  4001,    716,    215
  4000,    917,   1105
  3998,   2889,    872
  3998,   1770,   1411
  3997,   1958,   1901
  3992,    497,   1287
  3992,   2117,   1802
  3989,    853,   1740
  3989,   3299,   1747
  3988,   1747,    689
  3986,   1633,    234
  3986,   2797,   1120
  3983,   1674,   1162
  3983,    471,   1605
  3981,   1648,    974
  3981,    575,   1243
  3980,   3586,   1576
  3979,   1675,   1627
  3978,   1695,   1002
  3977,    509,    698
  3977,   1992,    952
  3977,   1660,   1932
  3977,    996,   2062
  3977,   3246,   2218
  3976,   2335,   1291
  3976,   3248,   2224
  3972,    824,   1875
  3971,    501,   1281
  3970,    504,   1299
  3970,   2272,   2305
  3968,   2772,    615
  3967,   1523,    512
  3967,   2893,   1153
  3966,    761,    281
  3965,   1638,    819
  3962,    438,    884
  3959,   3405,    922
  3957,   4338,   1360
  3953,   2815,    814
  3953,   1557,   1966
  3950,   3541,    525
  3949,   2574,   2059
  3947,    840,    265
  3945,   1118,    960
  3942,   2436,    333
  3942,   3577,    375
  3942,   2411,    990
  3942,   1860,   1538
  3941,    418,   2345
  3940,   2698,   1139
  3940,   2110,   2200
  3939,   3347,    649
  3938,   2069,   2232
  3935,   2514,    386
  3933,   1024,    967
  3933,   2547,   1783
  3933,   4008,   2280
  3933,   2283,   2294
  3932,    855,   1728
  3930,   2876,    876
  3928,   4259,   2144
  3926,   2298,    458
  3926,   1171,    851
  3925,   3549,   2193
  3924,   1645,    234
  3924,   3486,    268
  3921,   3049,   2157
  3918,   3535,    519
  3918,   4002,   1149
  3918,   3301,   1735
  3917,   3334,    550
  3917,    749,   2094
  3917,   3737,   2221
  3916,    690,    925
  3916,   2326,   2369
  3915,   3313,   2013
  3914,   4110,    360
  3914,   4110,    361
  3914,   1423,    904
  3913,   2371,    794
  3913,   4408,   1314
  3913,   1795,   1420
  3912,   2592,   1036
  3911,   4393,   1661
  3910,   2259,   1408
  3909,    236,   1023
  3908,   3537,   1341
  3907,   1498,    646
  3907,   1683,   1002
  3907,   2591,   1115
  3907,   2879,   2192
  3904,   3472,   2202
  3899,   1922,   1065
  3899,   3155,   1771
  3899,   1327,   2001
  3898,   2329,   1285
  3898,   1551,   1851
  3896,   3368,    889
  3896,   3562,   1526
  3896,   2402,   1951
  3895,   3493,   1459
  3895,   2161,   1964
  3895,    429,   2337
  3893,   2784,    613
  3893,   1556,   2050
  3890,   2581,   1107
  3890,   4194,   2217
  3887,   2396,   1323
  3886,   2871,    868
  3884,   1398,   1892
  3883,   2514,    398
  3882,   1490,    626
  3882,   3580,    637
  3881,    935,    209
  3881,   1794,   1407
  3880,   3959,    543
  3880,   2888,    878
  3878,   1898,    264
  3878,   1556,   1928
  3878,   1561,   2097
  3877,   2552,   1378
  3876,    941,    215
  3876,   1459,    219
  3875,   3711,    406
  3874,   1747,    681
  3873,   2901,   1203
  3872,   1943,   1074
  3872,   3351,   2329
  3871,    524,    821
  3871,    283,   1125
  3870,   1723,   1326
  3869,   2876,    864
  3869,   1855,   1655
  3869,   2861,   1658
  3868,   3425,    851
  3867,   3990,    456
  3867,   2696,   1127
  3866,   2592,   1024
  3864,   3400,    918
  3864,   2102,   2007
  3863,   3974,   1834
  3862,    459,   1605
  3861,   1395,   2074
  3860,   1056,   1245
  3860,   1735,   1323
  3860,    508,   1737
  3860,   1952,   1903
  3859,   1788,   1402
  3858,   2887,   1710
  3858,   1285,   1754
  3858,   2116,   1977
  3857,   2363,    669
  3857,    241,   1019
  3856,   1159,    853
  3856,    492,   1311
  3855,   3589,    374
  3855,   3498,   1490
  3855,   2873,   1657
  3855,   3096,   1851
  3854,   2371,   1886
  3853,   3854,   2286
  3852,   2378,    801
  3852,   1648,   1933
  3852,   2009,   2349
  3852,   2010,   2349
  3851,   2341,   1285
  3850,   3293,    598
  3848,   3362,    633
  3848,   1807,   2088
  3847,   3473,   1475
  3847,    531,   2337
  3845,   1237,    760
  3845,   3564,   1605
  3843,   3317,    669
  3843,   3316,    670
  3843,   3381,    902
  3843,   3897,   1205
  3843,    579,   1785
  3842,   1317,    443
  3842,   3293,   1741
  3841,   3719,    973
  3841,   1476,   2137
  3840,    259,   2186
  3839,   2383,    796
  3837,   2328,    851
  3837,   2645,   2276
  3835,   2764,    241
  3835,   2766,    241
  3835,    472,   1593
  3834,   3736,   1819
  3833,   1326,   2158
  3832,   3349,    695
  3832,   2873,   1669
  3832,   4360,   2102
  3831,   3583,    381
  3831,   3584,    381
  3830,   2508,    392
  3830,   2885,    858
  3826,    557,    408
  3825,   2450,    579
  3824,    507,   1017
  3824,   2600,   1722
  3823,   1403,    244
  3822,   3065,   1842
  3820,    278,   1120
  3819,   4179,    967
  3819,    450,   2229
  3818,   3504,   1419
  3817,   1939,    688
  3817,   3831,    938
  3815,    295,    634
  3815,   4058,   1086
  3815,   2742,   1975
  3814,   2426,    367
  3814,   2707,   1124
  3813,   4218,    579
  3813,   2601,   1711
  3812,    295,    622
  3812,   2256,    699
  3812,    283,   1793
  3811,   3012,    276
  3811,   3858,   1974
  3811,   3510,   2155
  3810,   1056,    800
  3810,   2013,   1250
  3810,   2639,   2288
  3809,   1182,    567
  3809,    726,   1041
  3809,    841,   1334
  3808,   3202,    862
  3808,   3374,    929
  3808,   2136,   1750
  3807,   2284,   2306
  3806,    473,    270
  3806,   4397,    304
  3806,   2780,    608
  3806,   3360,    651
  3806,   3419,    849
  3805,   4310,    584
  3805,   1776,   1401
  3805,   3454,   1492
  3803,   3702,   1195
  3803,   1396,   2086
  3803,   2271,   2293
  3801,    616,   1097
  3801,   1770,   1405
  3801,   1384,   2342
  3800,   2507,   1669
  3799,   3431,    946
  3799,   1730,   1318
  3799,   1389,   2083
  3798,    709,   1326
  3798,   4358,   2252
  3798,   1378,   2336
  3797,   3541,    513
  3795,    501,   1305
  3793,   1770,    679
  3793,    718,   1873
  3792,   2378,    789
  3792,   1082,    980
  3792,    568,   1770
  3792,   3670,   1976
  3791,   2598,   1030
  3791,   2011,   1667
  3791,   3065,   2338
  3791,   3065,   2339
  3790,    500,    446
  3789,   3145,   2108
  3788,   4322,    584
  3787,    982,   1782
  3786,   1803,   1101
  3786,   1383,   2075
  3786,   1555,   2093
  3785,    747,   2106
  3784,   3071,   1726
  3783,   3890,    933
  3783,   3933,   1582
  3783,   1564,   1958
  3783,   2777,   2102
  3783,   1036,   2205
  3782,   3716,    412
  3781,   2306,    437
  3781,   3262,   1877
  3781,   1957,   1913
  3781,    467,   2110
  3780,    829,   1337
  3779,   3328,    555
  3779,   3399,    924
  3779,   3260,   1889
  3778,   3430,    847
  3778,   3488,   1365
  3778,   3927,   1702
  3777,    341,   1122
  3777,   2661,   1335
  3777,   2055,   1658
  3777,    262,   1945
  3776,   2902,    950
  3775,   2290,    450
  3775,   1174,    587
  3775,    725,    652
  3774,   2438,    368
  3774,   2317,   1005
  3774,   3893,   1573
  3774,    743,   2099
  3774,   3148,   2120
  3772,   1140,   1398
  3772,   1644,   1742
  3772,    576,   1762
  3772,   3240,   1822
  3771,   2435,    350
  3771,   2709,   1005
  3771,   2863,   2073
  3770,   1940,   1068
  3770,   3260,   2227
  3769,   1502,    832
  3769,   4404,   2124
  3768,   2941,    317
  3768,    755,   2099
  3768,   2402,   2326
  3767,   1297,    515
  3767,   1659,    977
  3767,    304,   2090
  3767,   1991,   2363
  3766,   2365,   1879
  3766,    222,   2031
  3765,   1739,   1330
  3764,   1180,    585
  3764,   2045,   1165
  3763,   2200,    617
  3763,   1562,   1970
  3763,   1390,   2335
  3762,   3238,   1795
  3762,    282,   1805
  3762,   2772,   1934
  3762,   2772,   1935
  3761,   2931,    775
  3761,   2865,    895
  3761,   4397,   1325
  3761,    282,   1959
  3761,   1567,   2091
  3761,   3295,   2359
  3760,    252,    257
  3760,   4213,    343
  3759,   3345,    944
  3759,   2270,   1191
  3759,   2861,   1670
  3758,   2276,   2265
  3757,   3604,    595
  3757,    877,   1883
  3756,   2383,    406
  3756,   1099,    718
  3755,   1485,    636
  3755,   2586,   1030
  3754,   1659,    488
  3754,   3310,    603
  3754,   1149,   1407
  3753,   2587,   1041
  3752,   1460,   1793
  3752,   2635,   2041
  3751,    845,    221
  3751,   3350,    683
  3751,   1696,   1135
  3751,   1971,   1831
  3751,   1817,   2219
  3750,   3139,    520
  3750,   1112,    650
  3750,   3315,   2070
  3749,   1827,   2356
  3748,   2692,   1133
  3748,   1767,   1422
  3747,   3260,    562
  3747,   3116,   1211
  3747,    489,   1305
  3747,   4130,   2027
  3747,   3159,   2047
  3746,   1963,    374
  3746,   1562,   2085
  3745,   2012,   1655
  3744,   3429,    841
  3744,    245,   1031
  3744,   4353,   1965
  3743,   1131,   1914
  3742,   4079,   1845
  3741,   2957,   1500
  3740,   1785,    823
  3740,   2891,    860
  3740,   2276,   1645
  3740,    560,   2118
  3739,   2957,   1488
  3738,    567,   1776
  3738,   1963,   1905
  3738,   2857,   2078
  3738,   1385,   2330
  3737,   2319,    440
  3737,   3606,    677
  3737,    295,   1792
  3736,    284,   1113
  3736,   2324,   2363
  3734,   1528,    303
  3734,   1175,    941
  3734,   3249,   2230
  3734,   3434,   2311
  3733,   1455,    214
  3733,   3348,    630
  3733,   2883,    882
  3733,   1476,   1125
  3733,   4064,   1523
  3731,    294,    694
  3731,   1165,    859
  3731,   1919,   1519
  3731,   3724,   2085
  3730,   3213,    851
  3730,   2884,   1504
  3730,    838,   1862
  3730,   1568,   1939
  3729,   2442,    356
  3729,   2555,   1770
  3729,   3436,   1839
  3729,   2674,   1944
  3729,   4162,   1965
  3729,   4365,   2113
  3728,    701,    442
  3728,   1938,   1080
  3728,   3861,   1153
  3728,   4099,   1574
  3728,   1793,   1644
  3728,   1773,   1799
  3727,   1175,    563
  3727,    600,   2288
  3726,   2304,    460
  3726,   3335,    562
  3726,   1049,   1997
  3726,    491,   2279
  3725,   3423,    839
  3725,   2879,    858
  3725,    290,   1118
  3725,   2370,   1874
  3725,   1969,   2253
  3724,    834,    259
  3724,   2704,   1134
  3724,   1727,   1331
  3724,   1397,   1634
  3724,   1569,   1963
  3724,    600,   2155
  3724,   2332,   2369
  3724,   2333,   2369
  3723,   1720,   1315
  3723,   2342,   1360
  3722,   3522,    202
  3722,   3705,    408
  3722,    689,    440
  3722,   2313,    448
  3721,    846,    260
  3721,   3900,    514
  3721,   4322,    572
  3721,   3418,    843
  3721,   4247,    926
  3721,   1305,   1112
  3721,   1436,   2194
  3720,   3956,    553
  3720,   3417,   1242
  3720,   3418,   1242
  3720,    511,   1287
  3719,   3906,    508
  3719,    988,   1587
  3718,    429,    348
  3718,   1544,    500
  3718,   1714,    678
  3718,   1070,   1018
  3718,    247,   1019
  3718,   2872,   1175
  3718,   1769,   1794
  3718,    274,   1883
  3717,   1501,    624
  3717,   4388,   1342
  3717,   3347,   1732
  3717,   2209,   2165
  3716,   1682,    788
  3716,    765,   1249
  3716,   4058,   1968
  3716,   1474,   2007
  3715,   2377,   1883
  3714,   2364,    689
  3714,    462,   1806
  3714,    848,   2344
  3713,    406,    503
  3713,   1941,   2022
  3712,    478,    214
  3712,   4310,    433
  3712,   3893,    458
  3712,   3219,    525
  3712,    911,   1100
  3712,    859,   1739
  3711,   1632,    820
  3711,   2806,   1507
  3711,   3071,   2345
  3710,   1611,   2120
  3710,   2799,   2204
  3709,    947,    208
  3709,   3158,    485
  3709,    891,    744
  3709,   3235,   1815
  3709,   1550,   2056
  3708,   2741,   2000
  3708,   2243,   2050
  3707,   3739,    518
  3707,   2870,    874
  3707,   1765,   1416
  3707,   1305,   2069
  3707,   3544,   2262
  3706,   4212,    355
  3706,   2520,    392
  3706,   1556,   1940
  3706,   1217,   2176
  3705,   3351,    613
  3705,   4046,   1184
  3705,    849,   1735
  3705,   1568,   1927
  3704,   3547,    519
  3704,   1417,    909
  3704,   2855,    909
  3704,   3539,    940
  3703,   2884,    918
  3703,   2005,   1663
  3702,   4330,   1615
  3702,   3959,   1846
  3702,   1442,   2223
  3701,   2300,    435
  3700,   1465,    218
  3700,   3723,    405
  3700,   3329,   1714
  3699,   4310,    572
  3699,    308,    653
  3699,   2372,    800
  3699,   3551,   1624
  3699,   3951,   1836
  3699,    771,   1862
  3699,   2586,   2036
  3698,    752,   1013
  3698,   3182,   1714
  3698,   3183,   1714
  3698,   2741,   2187
  3698,   3245,   2209
  3697,   3171,    227
  3697,   1735,    691
  3696,   1105,    724
  3696,   2744,   1000
  3696,   3386,   1067
  3695,    761,    287
  3695,   1159,    768
  3695,   3305,   1747
  3695,   1951,   1909
  3695,    501,   2108
  3694,   3302,    613
  3694,   3241,   1810
  3694,   2156,   1970
  3693,   3906,    520
  3693,   1486,    642
  3692,   2774,    609
  3692,   3295,   1735
  3691,   1065,   1232
  3691,    513,   1280
  3691,   1781,   1397
  3691,   2017,   1660
  3691,   2255,   2070
  3690,   1554,    491
  3690,   2333,    951
  3690,   2549,   1006
  3690,   2549,   1007
  3690,   2270,   1650
  3690,   2271,   1650
  3690,   2323,   1910
  3689,   1508,    634
  3689,   2351,    664
  3689,    602,   1691
  3689,   1649,   1927
  3689,   2390,   2070
  3689,   4320,   2118
  3688,   3340,    555
  3688,   1555,   2062
  3688,   2213,   2177
  3687,   3668,    660
  3687,   2221,    725
  3687,   4242,   1152
  3687,    861,   1731
  3687,    585,   1763
  3687,   4345,   2111
  3686,   1429,    838
  3686,   3756,   1053
  3686,   3067,   1764
  3685,   1297,    527
  3685,   1876,    635
  3685,   1558,   1960
  3684,   4218,    348
  3684,   3851,    598
  3684,   2887,   1137
  3683,   2937,    386
  3683,    356,    773
  3683,   4224,   2284
  3683,   2320,   2369
  3682,   3360,    627
  3682,   1111,    718
  3682,   3304,    856
  3682,    238,   1030
  3682,   3543,   1355
  3682,   3856,   2275
  3681,   3592,    360
  3681,    922,   1034
  3681,   1718,   1321
  3681,   2430,   1914
  3681,   1388,   2071
  3680,   3923,    201
  3680,   3604,    372
  3680,   1369,   2290
  3680,   2266,   2301
  3679,   4373,    274
  3679,   3597,    623
  3679,   2889,    884
  3679,   3472,   1010
  3679,    267,   1369
  3678,   3912,    513
  3678,   2656,    790
  3678,    205,   1295
  3678,   1592,   1949
  3677,    917,   2090
  3677,   3621,   2161
  3676,   2857,    571
  3676,   2783,    619
  3676,   1927,    677
  3676,   2674,    797
  3676,   2676,    797
  3676,   2381,   1655
  3676,   1648,   1822
  3676,   1556,   2087
  3675,   3881,    458
  3675,   3936,    508
  3675,   3318,   1065
  3675,   3697,   1488
  3675,   1401,   2075
  3675,    473,   2108
  3675,   3578,   2148
  3674,   4206,    348
  3674,   4206,    349
  3674,   3867,   1097
  3674,   3469,   1452
  3674,   3696,   1462
  3674,   4172,   2054
  3674,   2863,   2085
  3674,   3621,   2149
  3674,   3843,   2290
  3674,   3070,   2333
  3673,   1914,    341
  3673,    466,   2116
  3672,   2810,    992
  3672,   2625,   1094
  3672,   3578,   1115
  3672,   1800,   1413
  3672,   2802,   1976
  3671,    693,    435
  3671,   2777,    621
  3671,   2488,   1869
  3670,    820,    319
  3670,   3414,    616
  3670,   3034,    710
  3670,   2877,    882
  3670,   1653,    979
  3670,   4403,   1325
  3670,    859,   1723
  3669,   4253,    904
  3669,   1461,   1583
  3668,   3339,   1717
  3668,   2162,   1976
  3667,   3700,    414
  3667,   2653,    513
  3667,   2870,    862
  3667,    387,   1689
  3667,    820,   1864
  3667,   1926,   1907
  3667,   2408,   2347
  3666,   3034,    335
  3666,    257,   1208
  3666,   3482,   1461
  3666,   1592,   1488
  3666,   2572,   1565
  3666,   2233,   1770
  3666,   4358,   2108
  3665,    987,   1258
  3665,   3436,   1613
  3665,   1713,   1843
  3665,   4408,   1862
  3664,   1459,    207
  3664,   2292,    457
  3664,   3673,    529
  3664,   1798,   1107
  3664,    569,   1251
  3664,   2238,   1421
  3664,   3484,   1473
  3664,   4318,   2305
  3664,   2985,   2331
  3663,    699,    436
  3663,   3278,    739
  3663,   1018,    968
  3663,   2951,   1245
  3663,   2103,   1381
  3663,    471,   1577
  3663,    478,   2114
  3662,   4369,    269
  3662,   2909,    722
  3662,   1814,    750
  3662,   1562,   2056
  3661,   1456,    440
  3661,   2264,    717
  3661,   1716,    809
  3661,   2161,   1263
  3660,   1645,    240
  3660,   2514,    443
  3660,   3931,    502
  3660,   3181,    506
  3660,    814,    650
  3660,   1931,   1072
  3660,   3246,   1820
  3660,   3849,   2294
  3659,   1291,    521
  3659,   1862,    678
  3659,   1105,    712
  3659,   3258,   2195
  3658,   3470,    232
  3658,   1233,    687
  3658,   1228,    934
  3658,   2171,   1023
  3658,   1928,   1064
  3658,   2012,   1350
  3658,    750,   1784
  3657,   2852,    897
  3657,   2181,    899
  3657,   2867,    907
  3657,    933,   1039
  3657,    455,   1115
  3657,    794,   1203
  3657,    512,   1271
  3657,   2553,   2119
  3657,    539,   2125
  3656,    801,    511
  3656,   2439,    629
  3656,    885,    866
